編號,行政區,門牌,交易日,建物型態,主要用途,樓層,總樓層,交易時屋齡,總價(萬),有車位,車位價(萬),車位(坪),車位可拆分,總坪,主建物(坪),附屬+陽台(坪),共有部分(坪),①扣車位建坪單價,②÷主建物,③÷主+附,含車位單價(僅參考),備註標記,備註原文,來源檔
RPQNMLPLQHKGFFA48DA,大安區,大安區忠孝東路四段181巷7弄21號二樓,2025-07-22,華廈,住家用,2,7,56.8,2555,無,,,是,21.4805,17.3393,1.7787,2.3625,118.94,147.35,133.64,118.94,,,a_114S3.csv
RPPNMLMKKIKGFFA47DA,大安區,大安區信義路四段265巷8號二樓之1,2025-07-20,華廈,住家用,2,7,47.6,3600,無,,,是,30.8671,25.2164,3.3638,2.2869,116.63,142.76,125.96,116.63,,,a_115S1.csv
RPQNMLNLIIKGFFA57DA,大安區,大安區信義路四段265巷9號六樓,2025-07-20,華廈,住家用,6,7,43,4150,無,,,是,45.1421,33.5503,4.8551,6.7367,91.93,123.69,108.06,91.93,含增建/未登記,陽台外推；其他增建；,a_114S4.csv
RPPNMLKLQHKGFFA97EA,大安區,大安區復興南路二段171巷36號十一樓,2025-07-19,住宅大樓,住家用,11,17,40.2,3480,無,,,是,39.1012,29.3516,3.2882,6.4614,89,118.56,106.62,89,,,a_114S3.csv
RPXNMLKMPHKGFFA68DA,大安區,大安區復興南路一段132號三樓之5,2025-07-19,住宅大樓,住家用,3,15,1.2,1580,無,,,是,11.3468,5.5963,1.4369,4.3137,139.25,282.33,224.65,139.25,,,a_114S3.csv
RPTNMLSJRHKGFFA98DA,大安區,大安區復興南路一段342號十樓之8,2025-07-19,住宅大樓,住家用,10,15,1.7,3563,無,,,是,22.993,13.5611,2.9252,6.5068,154.96,262.74,216.12,154.96,,,a_114S4.csv
RPSNMLRLJHLGFFA28DA,大安區,大安區忠孝東路四段216巷19弄19號二樓,2025-07-15,華廈,住家用,2,7,48.5,2788,無,,,是,52.9315,52.9315,0,0,52.67,52.67,52.67,52.67,特殊關係,親友、員工、共有人或其他特殊關係間之交易；,a_115S1.csv
RPRNMLOKQHKGFFA38DA,大安區,大安區仁愛路四段122巷49號六樓,2025-07-15,華廈,住家用,6,7,45,2000,無,,,是,45.5505,34.2854,9.4531,1.812,43.91,58.33,45.73,43.91,特殊關係,親友、員工、共有人或其他特殊關係間之交易；,a_114S3.csv
RPPNMLPLQHKGFFA48EA,大安區,大安區安和路二段81號五樓之9,2025-07-14,華廈,商業用,5,9,28.6,1270,無,,,是,13.1618,7.6563,0.7169,4.7886,96.49,165.88,151.67,96.49,,,a_114S3.csv
RPTNMLPJRHKGFFA68DA,大安區,大安區敦化南路二段8號四樓,2025-07-13,華廈,住家用,4,7,46.9,3300,無,,,是,25.5008,19.2269,4.0898,2.1841,129.41,171.63,141.53,129.41,含增建/未登記,陽台外推；其他增建；,a_114S4.csv
RPPNMLMLQHKGFFA08DA,大安區,大安區忠孝東路四段233號九樓之16,2025-07-11,住宅大樓,住家用,9,11,42.6,1550,無,,,是,11.7884,8.5305,0.9438,2.3141,131.48,181.7,163.6,131.48,含增建/未登記,其他增建；,a_114S4.csv
RPVNMLMJRHKGFFA58DA,大安區,大安區安和路二段7號十一樓之1,2025-07-06,住宅大樓,住家用,11,12,43.8,4050,有,450,17.0398,是,55.5935,25.41,5.5176,7.626,93.38,141.68,116.4,72.85,含增建/未登記,陽台外推；,a_114S4.csv
RPSNMLMKQHKGFDA08DA,信義區,信義區仁愛路四段452巷18號二樓之2,2025-07-05,華廈,住家用,2,7,47.8,3076,無,,,是,33.6199,28.1023,2.2083,3.3094,91.49,109.46,101.48,91.49,,,a_114S3.csv
RPRNMLMLQHKGFFA28DA,大安區,大安區復興南路一段342號七樓之5,2025-07-05,住宅大樓,住家用,7,15,1.7,6200,無,,,是,40.0389,24.4087,4.2138,11.4164,154.85,254.01,216.61,154.85,,,a_114S3.csv
RPQNMLKKQHKGFFA87DA,大安區,大安區敦化南路一段283號九樓,2025-07-05,住宅大樓,住家用,9,14,43.6,7400,無,,,是,56.8761,46.706,2.6045,7.5655,130.11,158.44,150.07,130.11,含增建/未登記,其他增建；,a_114S4.csv
RPRNMLKKQHKGFFA97DA,大安區,大安區敦化南路一段283號九樓之1,2025-07-05,住宅大樓,住家用,9,14,43.6,7900,有,350,16.1414,是,74.3485,52.5775,5.0336,0.5959,129.71,143.6,131.05,106.26,含增建/未登記,陽台外推；,a_114S4.csv
RPSNMLPJQHKGFFA48DA,大安區,大安區光復南路688號三樓之6,2025-07-03,住宅大樓,住家用,3,14,8.2,1200,無,,,是,11.8792,7.015,1.0618,3.8024,101.02,171.06,148.57,101.02,特殊關係,親友、員工、共有人或其他特殊關係間之交易；,a_114S3.csv
RPQNMLRLPHKGFFA58DA,大安區,大安區延吉街233巷5號六樓,2025-07-02,華廈,住家用,6,7,44.5,3911,無,,,是,43.1698,32.7245,4.8793,5.566,90.6,119.51,104.01,90.6,含增建/未登記,陽台外推；其他增建；,a_114S3.csv
RPQOMLLJPHKGFDA67DA,信義區,信義區光復南路559號七樓之1,2025-07-01,住宅大樓,住家用,7,12,36.7,1680,無,,,是,20.08,13.2162,3.63,3.2337,83.67,127.12,99.73,83.67,,,a_114S3.csv
RPSNMLSKQHKGFFA88DA,大安區,大安區東豐街1號十四樓之2,2025-07-01,住宅大樓,住家用,14,14,46.5,3250,無,,,是,30.2046,24.2424,2.4503,3.512,107.6,134.06,121.76,107.6,含增建/未登記、頂樓,陽台外推；,a_114S4.csv
RPUNMLLKQHKGFFA38DA,大安區,大安區忠孝東路四段216巷27弄10號七樓,2025-06-29,華廈,住家用,7,7,48.4,4448,無,,,是,41.8751,37.6431,0,4.232,106.22,118.16,118.16,106.22,含增建/未登記、頂樓,陽台外推；頂樓加蓋；其他增建；,a_114S4.csv
RPPNMLLJPHKGFDA47DA,信義區,信義區吳興街524巷28號三樓,2025-06-27,公寓,住家用,3,4,45.2,1560,無,,,是,30.2621,26.0967,4.1654,0,51.55,59.78,51.55,51.55,,,a_114S4.csv
RPXNMLSLPHKGFFA76DA,大安區,大安區敦化南路一段190巷45號五樓,2025-06-26,華廈,住家用,5,7,48.1,4950,無,,,是,54.8493,43.0155,5.7354,6.0984,90.25,115.07,101.54,90.25,含增建/未登記,陽台外推；,a_114S3.csv
RPWNMLOKQHKGFDA68DA,信義區,信義區吳興街284巷24弄50號五樓,2025-06-24,公寓,住家用,5,5,45.1,1630,無,,,是,30.4224,26.744,3.6784,0,53.58,60.95,53.58,53.58,頂樓,,a_114S3.csv
RPQOMLNKQHKGFFA28DA,大安區,大安區敦化南路一段283號七樓之2,2025-06-24,住宅大樓,住家用,7,14,43.5,6688,無,,,是,58.1647,43.8353,4.9792,9.3503,114.98,152.57,137.01,114.98,含增建/未登記,陽台外推；其他增建；,a_114S3.csv
RPTOMLNKQHKGFFA58DA,大安區,大安區光復南路96巷7弄6號三樓,2025-06-21,公寓,住家用,3,4,51,1800,無,,,是,27.6576,27.6576,0,0,65.08,65.08,65.08,65.08,特殊關係,親友、員工、共有人或其他特殊關係間之交易；,a_114S3.csv
RPPNMLSJIIKGFFA77DA,大安區,大安區忠孝東路四段60號十樓,2025-06-20,住宅大樓,住家用,10,12,50.2,4570.5,無,,,是,41.5514,38.7896,0,2.7618,110,117.83,117.83,110,,,a_114S4.csv
RPUNMLOLOHKGFFA58DA,大安區,大安區光復南路688號八樓之7,2025-06-19,住宅大樓,住家用,8,14,8.1,1450,無,,,是,12.0909,6.7911,1.4308,3.869,119.92,213.51,176.36,119.92,,,a_114S3.csv
RPPNMLOJQHKGFDA87DA,信義區,信義區吳興街363之4號二樓,2025-06-18,公寓,住家用,2,4,48.9,1500,無,,,是,21.3142,21.3142,0,0,70.38,70.38,70.38,70.38,含增建/未登記,陽台外推；其他增建；未登記建物；,a_114S3.csv
RPSNMLSLPHKGFFA88DA,大安區,大安區復興南路一段342號十樓之7,2025-06-12,住宅大樓,住家用,10,15,1.6,4200,有,,11.5041,否,35.0658,13.4401,3.385,6.7367,,,,119.77,,,a_114S3.csv
RPPNMLOJQHKGFFA08DA,大安區,大安區光復南路72巷23弄46號三樓,2025-06-09,公寓,住家用,3,4,48.8,1870,無,,,是,22.8146,22.8146,0,0,81.97,81.97,81.97,81.97,,,a_114S3.csv
RPUNMLRLOHKGFDA68DA,信義區,信義區忠孝東路四段553巷22弄2之1號二樓,2025-06-08,華廈,住家用,2,7,47.3,2500,無,,,是,25.1196,19.4175,3.9265,1.7757,99.52,128.75,107.09,99.52,含增建/未登記,陽台外推；,a_114S3.csv
RPQNMLKMOHKGFFA87DA,大安區,大安區忠孝東路四段216巷32弄8號五樓,2025-06-04,華廈,住家用,5,7,47.2,3650,無,,,是,40.4685,32.0317,4.5436,3.8932,90.19,113.95,99.79,90.19,,,a_114S3.csv
RPPNMLLKOHKGFDA47DA,信義區,信義區基隆路一段432號十二樓之3,2025-06-04,住宅大樓,住家用,12,15,43.1,2852,無,,,是,35.934,29.1973,0,6.7367,79.37,97.68,97.68,79.37,,,a_114S3.csv
RPPNMLRKPHKGFFA48EA,大安區,大安區信義路四段265巷46號四樓之1,2025-06-03,華廈,住家用,4,7,45.5,3000,無,,,是,49.6221,38.3147,6.3011,5.0064,60.46,78.3,67.24,60.46,特殊關係,親友、員工、共有人或其他特殊關係間之交易；,a_114S3.csv
RPWNMLKLOHKGFFA38DA,大安區,大安區大安路一段31巷39號二樓,2025-06-02,華廈,住家用,2,7,45.8,3900,無,,,是,43.1032,32.7063,6.1801,4.2169,90.48,119.24,100.29,90.48,,,a_114S3.csv
RPWNMLQLQHKGFDA98DA,信義區,信義區嘉興街137號二樓,2025-05-29,公寓,住家用,2,4,51.8,1758,無,,,是,25.407,25.407,0,0,69.19,69.19,69.19,69.19,含增建/未登記,陽台外推；其他增建；,a_114S4.csv
RPPNMLTJOHKGFFA48EA,大安區,大安區安和路二段213號三樓之1,2025-05-28,住宅大樓,住家用,3,17,39.9,3380,無,,,是,40.7982,30.9518,4.0717,5.7747,82.85,109.2,96.51,82.85,,,a_114S2.csv
RPQNMLKKPHKGFDA67EA,信義區,信義區基隆路一段380巷46號九樓,2025-05-28,住宅大樓,住家用,9,12,41.7,2752,無,,,是,32.2949,21.0601,2.1992,9.0357,85.21,130.67,118.32,85.21,,,a_114S3.csv
RPQNMLKLOHKGFFA77DA,大安區,大安區信義路四段199巷11號五樓,2025-05-28,華廈,住家用,5,7,45.6,5150,無,,,是,59.4201,50.9561,8.464,0,86.67,101.07,86.67,86.67,含增建/未登記,陽台外推；其他增建；,a_114S3.csv
RPQOMLLKOHKGFFA87DA,大安區,大安區敦化南路一段187巷15號三樓,2025-05-27,華廈,住家用,3,7,48.5,5200,無,,,是,60.013,50.9168,0,9.0962,86.65,102.13,102.13,86.65,,,a_114S3.csv
RPUNMLQKOHKGFFA78EA,大安區,大安區嘉興街347巷2號四樓,2025-05-27,公寓,住家用,4,5,44.8,2900,無,,,是,43.0427,37.1561,5.8867,0,67.37,78.05,67.37,67.37,,,a_114S3.csv
RPPNMLNKIIKGFFA47EA,大安區,大安區仁愛路四段341號十三樓,2025-05-26,住宅大樓,住家用,13,15,50.4,9600,無,,,是,74.4967,69.6355,0,4.8612,128.86,137.86,137.86,128.86,,,a_114S4.csv
RPSNMLLKPHKGFFA08DA,大安區,大安區大安路一段169巷6號五樓之1,2025-05-25,華廈,住家用,5,7,48.3,5900,無,,,是,56.0291,43.799,7.3871,4.843,105.3,134.71,115.27,105.3,含增建/未登記,陽台外推；,a_114S3.csv
RPXNMLLJPHKGFFA48DA,大安區,大安區大安路一段191號六樓,2025-05-24,華廈,住家用,6,7,47.4,4888,無,,,是,55.9323,40.6651,7.1904,8.0768,87.39,120.2,102.14,87.39,含增建/未登記,陽台外推；,a_114S3.csv
RPSPMLQKOHKGFFA68DA,大安區,大安區延吉街62巷9號二樓,2025-05-24,華廈,住家用,2,7,37.4,4100,無,,,是,47.2021,37.6764,6.3737,3.1521,86.86,108.82,93.08,86.86,,,a_114S3.csv
RPPNMLPLOHKGFDA97DA,信義區,信義區基隆路一段380巷32號四樓,2025-05-22,住宅大樓,住家用,4,12,41.7,1450,無,,,是,14.9707,9.4562,1.4066,4.108,96.86,153.34,133.48,96.86,含增建/未登記,陽台外推；,a_114S3.csv
RPPNMLSJPHKGFFA38DA,大安區,大安區安和路二段44巷17號四樓,2025-05-18,華廈,住家用,4,7,40.1,3468,無,,,是,31.5568,24.4481,2.0449,5.0639,109.9,141.85,130.9,109.9,,,a_114S3.csv
RPUNMLLJPHKGFFA18DA,大安區,大安區光復南路656號十八樓,2025-05-17,住宅大樓,住家用,18,19,16.9,9000,有,400,15.1492,是,86.4454,45.3417,5.2272,20.7273,120.62,189.67,170.06,104.11,,,a_114S3.csv
RPPOMLQKPHKGFFA38DA,大安區,大安區光復南路240巷1號六樓,2025-05-15,住宅大樓,住家用,6,12,46.9,6800,無,,,是,58.4612,46.3642,4.3076,7.7894,116.32,146.66,134.2,116.32,含增建/未登記,陽台外推；其他增建；,a_114S3.csv
RPTNMLTJOHKGFFA78DA,大安區,大安區忠孝東路四段216巷29號三樓之4,2025-05-14,華廈,住家用,3,7,49.2,4628,無,,,是,50.7051,46.337,0,4.3681,91.27,99.88,99.88,91.27,含增建/未登記,陽台外推；,a_114S3.csv
RPTNMLKKOHKGFFA97DA,大安區,大安區復興南路一段132號十五樓之3,2025-05-14,住宅大樓,住家用,15,15,1.1,2113,有,250,5.1123,是,16.5468,6.0319,0.9559,4.4468,162.93,308.86,266.61,127.7,頂樓,,a_114S3.csv
RPPNMLLKPHKGFFA77DA,大安區,大安區通化街120巷5號三樓,2025-05-12,公寓,住家用,3,4,47.5,2540,無,,,是,33.7106,27.7695,5.9411,0,75.35,91.47,75.35,75.35,,,a_114S3.csv
RPVNMLOJPHKGFFA58DA,大安區,大安區復興南路一段342號八樓之6,2025-05-11,住宅大樓,住家用,8,15,1.5,4752,有,370,10.3364,是,37.9275,16.7131,2.8889,7.989,158.82,262.19,223.55,125.29,,,a_114S3.csv
RPRNMLNLNHKGFFA08DA,大安區,大安區信義路四段98號十一樓,2025-05-11,住宅大樓,住家用,11,12,35.6,2100,無,,,是,17.5359,12.1605,1.8513,3.5241,119.75,172.69,149.87,119.75,含增建/未登記,陽台外推；,a_114S3.csv
RPQNMLLLNHKGFFA77DA,大安區,大安區和平東路三段1巷32號七樓,2025-05-11,住宅大樓,住家用,7,15,40,2560,無,,,是,31.3148,22.7268,2.6106,5.9774,81.75,112.64,101.04,81.75,,,a_114S2.csv
RPSOMLQKOHKGFFA58DA,大安區,大安區復興南路二段171巷18號九樓,2025-05-11,住宅大樓,住家用,9,19,40,3250,無,,,是,39.0497,29.3516,3.2882,6.41,83.23,110.73,99.57,83.23,含增建/未登記,陽台外推；其他增建；,a_114S3.csv
RPPNMLTKQHKGFFA68DA,大安區,大安區大安路一段19巷12號四樓,2025-05-11,華廈,住家用,4,7,48.7,3286,無,,,是,36.5178,36.5178,0,0,89.98,89.98,89.98,89.98,含增建/未登記,其他增建；,a_114S4.csv
RPOOMLPLOHKGFFA18DA,大安區,大安區敦化南路二段10號五樓,2025-05-10,華廈,住家用,5,7,46.8,3760,無,,,是,27.1131,20.4581,4.3288,2.3262,138.68,183.79,151.69,138.68,含增建/未登記,陽台外推；,a_114S3.csv
RPUOMLQLNHKGFFA78DA,大安區,大安區敦化南路二段98號十一樓,2025-05-10,住宅大樓,住家用,11,26,39.4,6988,有,550,18.268,是,73.441,40.4261,6.1831,8.5638,116.69,159.25,138.13,95.15,含增建/未登記,陽台外推；其他增建；,a_114S3.csv
RPTNMLOKQHKGFFA58DA,大安區,大安區敦化南路二段128號八樓之2,2025-05-09,住宅大樓,住家用,8,16,46.2,5238,無,,,是,51.1104,40.3384,3.6603,7.1118,102.48,129.85,119.05,102.48,含增建/未登記,其他增建；,a_114S4.csv
RPQNMLMLNHKGFFA97EA,大安區,大安區安和路149號四樓之1,2025-05-09,住宅大樓,住家用,4,12,44.6,6260,無,,,是,57.2996,42.5648,5.0155,9.7193,109.25,147.07,131.57,109.25,,,a_114S2.csv
RPVNMLNJOHKGFFA38DA,大安區,大安區復興南路一段342號十一樓之8,2025-05-08,住宅大樓,住家用,11,15,1.5,3865,無,,,是,23.1806,13.4401,3.1188,6.6217,166.73,287.57,233.41,166.73,,,a_114S2.csv
RPRNMLTLNHKGFFA68DA,大安區,大安區復興南路一段342號五樓之7,2025-05-07,住宅大樓,住家用,5,15,1.5,3750,有,330,11.4073,是,34.969,13.4401,3.385,6.7367,145.15,254.46,203.27,107.24,其他備註,交易總價：3750萬元整內含車位價土地價格：26029495元整、建物價格：11470505元整,a_114S3.csv
RPTNMLOKPHKGFFA48DA,大安區,大安區四維路52巷1號二樓,2025-05-07,華廈,住家用,2,6,52.9,3800,無,,,是,45.3054,45.3054,0,0,83.88,83.88,83.88,83.88,,,a_114S3.csv
RPPOMLLKOHKGFFA77DA,大安區,大安區瑞安街276巷5號四樓,2025-05-06,華廈,住家用,4,6,48,3736,無,,,是,34.0343,30.6312,3.4031,0,109.77,121.97,109.77,109.77,,,a_114S3.csv
RPXNMLKLQHKGFFA68DA,大安區,大安區敦化南路二段63巷53弄4號六樓,2025-05-04,華廈,住家用,6,7,40.9,3950,無,,,是,44.888,36.0429,4.2532,4.592,88,109.59,98.02,88,含增建/未登記,陽台外推；,a_114S3.csv
RPUNMLTKOHKGFFA98DA,大安區,大安區光復南路692巷15號,2025-05-04,公寓,住家用,1,4,51.3,1430,無,,,是,16.5165,16.5165,0,0,86.58,86.58,86.58,86.58,含增建/未登記、一樓,其他增建；,a_114S3.csv
RPRNMLRLNHKGFDA28DA,信義區,信義區光復南路567號十二樓之16,2025-05-03,住宅大樓,住家用,12,18,16.8,1608,無,,,是,13.0045,7.8499,0.5838,4.5708,123.65,204.84,190.66,123.65,含增建/未登記,陽台外推；,a_114S2.csv
RPOOMLLKOHKGFFA67DA,大安區,大安區復興南路一段342號十一樓之2,2025-05-01,住宅大樓,住家用,11,15,1.5,5800,有,,11.4073,否,47.2535,22.6482,3.1521,10.046,,,,122.74,,,a_114S3.csv
RPTNMLSKPHKGFFA88DA,大安區,大安區仁愛路四段112巷12號三樓,2025-04-30,華廈,住家用,3,7,41.4,4250.8096,無,,,是,51.7759,34.842,7.3659,9.5681,82.1,122,100.71,82.1,其他備註,土地價格新台幣41137896元建物價格新台幣1370200元,a_114S3.csv
RPPNMLPLOHKGFFA18DA,大安區,大安區復興南路一段342號四樓之1,2025-04-28,住宅大樓,住家用,4,15,1.4,7380,有,760,28.7647,是,73.6134,29.3546,2.8133,12.6808,147.61,225.52,205.8,100.25,,,a_114S3.csv
RPQNMLTLNHKGFFA58DA,大安區,大安區敦化南路二段267號八樓之7,2025-04-27,住宅大樓,住家用,8,17,45.9,1808,無,,,是,14.7681,10.4393,2.5894,1.7394,122.43,173.19,138.77,122.43,含增建/未登記,陽台外推；其他增建；,a_114S3.csv
RPRNMLSJOHKGFFA48DA,大安區,大安區忠孝東路四段216巷11弄20號三樓,2025-04-26,華廈,住家用,3,7,48.2,4060,無,,,是,42.9611,39.9028,0,3.0583,94.5,101.75,101.75,94.5,含增建/未登記,其他增建；,a_114S3.csv
RPVNMLNLOHKGFDA38DA,信義區,信義區光復南路551號六樓之3,2025-04-26,住宅大樓,住家用,6,12,36.4,1466,無,,,是,15.0252,10.4665,1.3764,3.1823,97.57,140.07,123.79,97.57,含增建/未登記,陽台外推；其他增建；,a_114S3.csv
RPSNMLQKOHKGFFA48DA,大安區,大安區安和路二段92號十四樓之2,2025-04-25,住宅大樓,住家用,14,25,35.7,6768,無,,,是,69.088,47.7769,11.6221,9.6891,97.96,141.66,113.94,97.96,含增建/未登記,陽台外推；,a_114S3.csv
RPWNMLOLMHKGFFA58DA,大安區,大安區大安路一段19巷9號七樓,2025-04-24,華廈,住家用,7,7,48.6,3300,無,,,是,36.5481,36.5481,0,0,90.29,90.29,90.29,90.29,頂樓,,a_114S3.csv
RPVNMLSJNHKGFFA78DA,大安區,大安區敦化南路一段270巷10號五樓之1,2025-04-22,華廈,住家用,5,7,47.6,4572.1688,無,,,是,51.3887,40.7831,5.3845,5.2212,88.97,112.11,99.03,88.97,,,a_114S2.csv
RPXNMLTJNHKGFFA09DA,大安區,大安區光復南路574號十樓,2025-04-20,住宅大樓,住家用,10,12,41.3,3098,無,,,是,36.4331,26.9891,4.5315,4.9126,85.03,114.79,98.29,85.03,,,a_114S2.csv
RPTNMLSLNHKGFFA78DA,大安區,大安區通安街71號七樓之1,2025-04-19,華廈,住家用,7,7,43.3,2630,無,,,是,31.7504,22.5937,5.4117,3.745,82.83,116.4,93.91,82.83,含增建/未登記、頂樓,陽台外推；其他增建；,a_114S3.csv
RPQNMLRJPHKGFDA18DA,信義區,信義區信安街165號三樓,2025-04-17,住宅大樓,住家用,3,12,41.8,2363,無,,,是,36.1457,25.5552,4.6948,5.8957,65.37,92.47,78.12,65.37,,,a_114S4.csv
RPVNMLQLOHKGFDA68DA,信義區,信義區松勤街8號七樓,2025-04-16,華廈,住家用,7,7,36,2700,無,,,是,35.4016,23.955,4.1564,7.2903,76.27,112.71,96.05,76.27,特殊關係、含增建/未登記、頂樓,親友、員工、共有人或其他特殊關係間之交易；頂樓加蓋；,a_114S3.csv
RPQOMLNKNHKGFDA87EA,信義區,信義區吳興街156巷25弄7之1號二樓,2025-04-15,華廈,住家用,2,6,35.4,920,無,,,是,46.8633,34.2642,4.2592,8.3399,19.63,26.85,23.88,19.63,特殊關係,親友、員工、共有人或其他特殊關係間之交易；,a_114S2.csv
RPPNMLTJNHKGFDA08DA,信義區,信義區吳興街156巷22弄13號三樓,2025-04-13,公寓,住家用,3,4,50.1,1770,無,,,是,27.5759,27.5759,0,0,64.19,64.19,64.19,64.19,含增建/未登記,陽台外推；其他增建；,a_114S2.csv
RPRNMLOJNHKGFDA77DA,信義區,信義區吳興街156巷22弄25號二樓,2025-04-12,公寓,住家用,2,4,50.1,2400,無,,,是,37.0079,37.0079,0,0,64.85,64.85,64.85,64.85,,,a_114S2.csv
RPSNMLOJNHKGFDA87DA,信義區,信義區吳興街156巷22弄25號三樓,2025-04-12,公寓,住家用,3,4,50.1,2400,無,,,是,37.0079,37.0079,0,0,64.85,64.85,64.85,64.85,,,a_114S2.csv
RPTNMLOJNHKGFDA97DA,信義區,信義區吳興街156巷22弄25號四樓,2025-04-12,公寓,住家用,4,4,50.1,2200,無,,,是,37.0079,37.0079,0,0,59.45,59.45,59.45,59.45,頂樓,,a_114S2.csv
RPXNMLOLMHKGFFA68DA,大安區,大安區延吉街261之1號七樓,2025-04-12,華廈,住家用,7,7,44.2,3480,無,,,是,48.0037,39.201,3.7903,5.0124,72.49,88.77,80.95,72.49,含增建/未登記、頂樓,陽台外推；頂樓加蓋；其他增建；,a_114S2.csv
RPSNMLLLNHKGFFA97DA,大安區,大安區忠孝東路四段112號三樓之2,2025-04-10,住宅大樓,住家用,3,12,49.6,1450,無,,,是,13.7426,12.1393,0,1.6033,105.51,119.45,119.45,105.51,含增建/未登記,陽台外推；,a_114S3.csv
RPRNMLTJMHKGFFA38DA,大安區,大安區光復南路240巷11號四樓,2025-04-09,住宅大樓,住家用,4,12,46.8,1800,無,,,是,19.9317,15.8692,1.4399,2.6227,90.31,113.43,103.99,90.31,特殊關係,親友、員工、共有人或其他特殊關係間之交易；,a_114S2.csv
RPVNMLOKMHKGFDA18DA,信義區,信義區光復南路417巷116號三樓,2025-04-09,公寓,住家用,3,5,46.6,3300,無,,,是,46.2371,40.3777,5.8594,0,71.37,81.73,71.37,71.37,,,a_114S2.csv
RPSNMLRKNHKGFDA28DA,信義區,信義區吳興街600巷100弄8號四樓,2025-04-09,公寓,住家用,4,4,48.4,868,無,,,是,22.7329,22.7329,0,0,38.18,38.18,38.18,38.18,含增建/未登記、頂樓,陽台外推；其他增建；,a_114S2.csv
RPXNMLPKMHKGFFA68DA,大安區,大安區信義路四段265巷21弄37號,2025-04-08,華廈,住家用,1,7,47.7,3000,無,,,是,39.2554,33.5321,1.5125,4.2108,76.42,89.47,85.61,76.42,含增建/未登記、一樓,其他增建；,a_114S2.csv
RPRNMLRKOHKGFDA28DA,信義區,信義區基隆路一段380巷22號十一樓,2025-04-06,住宅大樓,住家用,11,12,41.6,1615,無,,,是,14.9707,9.4562,1.4066,4.108,107.88,170.79,148.67,107.88,含增建/未登記,陽台外推；其他增建；,a_114S3.csv
RPQNMLOKMHKGFFA87DA,大安區,大安區復興南路一段132號十二樓之5,2025-04-06,住宅大樓,住家用,12,15,1,1780,無,,,是,11.3468,5.5963,1.4369,4.3137,156.87,318.07,253.09,156.87,,,a_114S2.csv
RPPNMLOLMHKGFFA87DA,大安區,大安區信義路三段147巷11弄7號四樓,2025-04-06,公寓,住家用,4,5,45.9,3050,無,,,是,27.5063,22.987,4.5194,0,110.88,132.68,110.88,110.88,,,a_114S2.csv
RPQNMLRKOHKGFFA38DA,大安區,大安區四維路52巷26號六樓,2025-03-31,華廈,住家用,6,7,48.1,4857,無,,,是,44.1559,36.9716,7.1844,0,110,131.37,110,110,含增建/未登記,陽台外推；其他增建；,a_114S3.csv
RPPNMLKMLHKGFFA47DA,大安區,大安區光復南路676巷10弄8號三樓,2025-03-30,公寓,住家用,3,4,50.3,1580,無,,,是,19.8047,19.8047,0,0,79.78,79.78,79.78,79.78,含增建/未登記,陽台外推；其他增建；,a_114S2.csv
RPVNMLOKMHKGFFA38DA,大安區,大安區忠孝東路四段126之10號,2025-03-26,住宅大樓,住家用,10,12,55.4,220,無,,,是,5.4722,5.4722,0,0,40.2,40.2,40.2,40.2,特殊關係,親友、員工、共有人或其他特殊關係間之交易；,a_114S2.csv
RPWNMLSKMHKGFDA68DA,信義區,信義區基隆路一段364巷26號五樓,2025-03-25,住宅大樓,住家用,5,12,41.5,1635,無,,,是,36.0792,23.9731,3.9234,8.1826,45.32,68.2,58.61,45.32,特殊關係,親友、員工、共有人或其他特殊關係間之交易；,a_114S2.csv
RPVOMLOJOHKGFDA38DA,信義區,信義區吳興街156巷25弄7號五樓,2025-03-24,華廈,住家用,5,6,35.3,1600,有,,,否,53.9116,41.2973,5.5932,7.021,,,,29.68,特殊關係,親友、員工、共有人或其他特殊關係間之交易；,a_114S2.csv
RPTNMLNJOHKGFFA18DA,大安區,大安區忠孝東路四段216巷27弄15號三樓,2025-03-23,華廈,住家用,3,7,48.2,4030,無,,,是,37.8428,37.8428,0,0,106.49,106.49,106.49,106.49,含增建/未登記,陽台外推；,a_114S3.csv
RPRNMLQKMHKGFFA18DA,大安區,大安區忠孝東路四段216巷32弄1號五樓,2025-03-23,華廈,住家用,5,7,50.8,3920,無,,,是,42.9187,39.2615,0,3.6572,91.34,99.84,99.84,91.34,,,a_114S2.csv
RPSNMLOLMHKGFFA18DA,大安區,大安區復興南路一段132號六樓,2025-03-23,住宅大樓,住家用,6,15,0.9,2150,無,,,是,14.7166,8.6273,0.487,5.6023,146.09,249.21,235.89,146.09,,,a_114S2.csv
RPPOMLMJMHKGFFA57DA,大安區,大安區基隆路二段190號八樓之3,2025-03-20,住宅大樓,住家用,8,12,43.2,3224,無,,,是,44.168,31.6445,5.079,7.4445,72.99,101.88,87.79,72.99,,,a_114S2.csv
RPQOMLMLNHKGFFA97DA,大安區,大安區光復南路308巷21號五樓,2025-03-20,華廈,住家用,5,7,43.4,3200,有,,,否,47.1386,37.1349,5.3119,4.6918,,,,67.88,特殊關係,親友、員工、共有人或其他特殊關係間之交易；,a_114S2.csv
